"transactionnum";"tmessage";"action";"logdate";"num";"usernum";"itemnum";"docrevnum";"registernum";"actionnum";"subactionnum";"severityflag";"tracelvl";"extrainfo1";"extrainfo2"
"77652";"Document Retention Purge Process- TST - LC1 1 day retention - 26.02.2024";"67108870";"27.02.2024 00:02:53";"275102";"147";"275102";"0";"101";"6";"46";"0";"0";"134";"459"
"77653";"Document Retention Purge Process- TST - LC0 0 retention - 26.02.2024";"67108870";"27.02.2024 00:02:54";"275105";"147";"275105";"0";"101";"6";"46";"0";"0";"131";"459"
"77661";"Database records created for Itemnum 275128";"0";"27.02.2024 08:01:26";"275128";"147";"275128";"0";"101";"6";"53";"0";"0";"0";"0"
"77662";"Document (275128) moved to Diskgroup (102)";"0";"27.02.2024 08:01:26";"275128";"147";"275128";"102";"101";"6";"54";"0";"0";"0";"0"
"77663";"Database records created for Itemnum 275129";"0";"27.02.2024 08:01:26";"275129";"147";"275129";"0";"101";"6";"53";"0";"0";"0";"0"
"77664";"Document (275129) moved to Diskgroup (102)";"0";"27.02.2024 08:01:26";"275129";"147";"275129";"102";"101";"6";"54";"0";"0";"0";"0"
"77665";"Database records created for Itemnum 275130";"0";"27.02.2024 08:01:27";"275130";"147";"275130";"0";"101";"6";"53";"0";"0";"0";"0"
"77666";"Document (275130) moved to Diskgroup (102)";"0";"27.02.2024 08:01:27";"275130";"147";"275130";"102";"101";"6";"54";"0";"0";"0";"0"
"77667";"Database records created for Itemnum 275131";"0";"27.02.2024 08:01:27";"275131";"147";"275131";"0";"101";"6";"53";"0";"0";"0";"0"
"77668";"Document (275131) moved to Diskgroup (102)";"0";"27.02.2024 08:01:27";"275131";"147";"275131";"102";"101";"6";"54";"0";"0";"0";"0"
"77669";"Database records created for Itemnum 275132";"0";"27.02.2024 08:01:27";"275132";"147";"275132";"0";"101";"6";"53";"0";"0";"0";"0"
"77670";"Document (275132) moved to Diskgroup (102)";"0";"27.02.2024 08:01:27";"275132";"147";"275132";"102";"101";"6";"54";"0";"0";"0";"0"
"77671";"Database records created for Itemnum 275133";"0";"27.02.2024 08:01:27";"275133";"147";"275133";"0";"101";"6";"53";"0";"0";"0";"0"
"77672";"Document (275133) moved to Diskgroup (102)";"0";"27.02.2024 08:01:27";"275133";"147";"275133";"102";"101";"6";"54";"0";"0";"0";"0"
"77673";"Database records created for Itemnum 275134";"0";"27.02.2024 08:01:27";"275134";"147";"275134";"0";"101";"6";"53";"0";"0";"0";"0"
"77674";"Document (275134) moved to Diskgroup (102)";"0";"27.02.2024 08:01:27";"275134";"147";"275134";"102";"101";"6";"54";"0";"0";"0";"0"
"77675";"Database records created for Itemnum 275135";"0";"27.02.2024 08:01:28";"275135";"147";"275135";"0";"101";"6";"53";"0";"0";"0";"0"
"77676";"Document (275135) moved to Diskgroup (102)";"0";"27.02.2024 08:01:28";"275135";"147";"275135";"102";"101";"6";"54";"0";"0";"0";"0"
"77677";"Database records created for Itemnum 275136";"0";"27.02.2024 08:01:28";"275136";"147";"275136";"0";"101";"6";"53";"0";"0";"0";"0"
"77678";"Document (275136) moved to Diskgroup (102)";"0";"27.02.2024 08:01:28";"275136";"147";"275136";"102";"101";"6";"54";"0";"0";"0";"0"
"77679";"Database records created for Itemnum 275137";"0";"27.02.2024 08:01:28";"275137";"147";"275137";"0";"101";"6";"53";"0";"0";"0";"0"
"77680";"Document (275137) moved to Diskgroup (102)";"0";"27.02.2024 08:01:28";"275137";"147";"275137";"102";"101";"6";"54";"0";"0";"0";"0"
"77681";"Database records created for Itemnum 275138";"0";"27.02.2024 08:01:28";"275138";"147";"275138";"0";"101";"6";"53";"0";"0";"0";"0"
"77682";"Document (275138) moved to Diskgroup (102)";"0";"27.02.2024 08:01:28";"275138";"147";"275138";"102";"101";"6";"54";"0";"0";"0";"0"
"77683";"Database records created for Itemnum 275139";"0";"27.02.2024 08:01:29";"275139";"147";"275139";"0";"101";"6";"53";"0";"0";"0";"0"
"77684";"Document (275139) moved to Diskgroup (102)";"0";"27.02.2024 08:01:29";"275139";"147";"275139";"102";"101";"6";"54";"0";"0";"0";"0"
"77654";"(275123) 'SYS Transaction Logs - 27.02.2024PURGE LOG: TASK EXECUTION HISTORY'créés";"16";"27.02.2024 02:24:51";"275123";"101";"275123";"0";"101";"1";"1";"0";"0";"0";"0"
"77655";"Database records created for Itemnum 275125";"0";"27.02.2024 08:01:25";"275125";"147";"275125";"0";"101";"6";"53";"0";"0";"0";"0"
"77656";"Document (275125) moved to Diskgroup (102)";"0";"27.02.2024 08:01:25";"275125";"147";"275125";"102";"101";"6";"54";"0";"0";"0";"0"
"77657";"Database records created for Itemnum 275126";"0";"27.02.2024 08:01:26";"275126";"147";"275126";"0";"101";"6";"53";"0";"0";"0";"0"
"77658";"Document (275126) moved to Diskgroup (102)";"0";"27.02.2024 08:01:26";"275126";"147";"275126";"102";"101";"6";"54";"0";"0";"0";"0"
"77659";"Database records created for Itemnum 275127";"0";"27.02.2024 08:01:26";"275127";"147";"275127";"0";"101";"6";"53";"0";"0";"0";"0"
"77660";"Document (275127) moved to Diskgroup (102)";"0";"27.02.2024 08:01:26";"275127";"147";"275127";"102";"101";"6";"54";"0";"0";"0";"0"
"77478";"Document Retention Purge Process- TST - LC2 1 week retention - 20.02.2024";"67108870";"27.02.2024 00:01:38";"273017";"147";"273017";"0";"101";"6";"46";"0";"0";"133";"459"
"77479";"Document Retention Purge Process- TST - LC2 1 week retention - 20.02.2024";"67108870";"27.02.2024 00:01:39";"273026";"147";"273026";"0";"101";"6";"46";"0";"0";"133";"459"
"77480";"Document Retention Purge Process- TST - LC2 1 week retention - 20.02.2024";"67108870";"27.02.2024 00:01:39";"273032";"147";"273032";"0";"101";"6";"46";"0";"0";"133";"459"
"77481";"Document Retention Purge Process- TST - LC2 1 week retention - 20.02.2024";"67108870";"27.02.2024 00:01:39";"273033";"147";"273033";"0";"101";"6";"46";"0";"0";"133";"459"
"77482";"Document Retention Purge Process- TST - LC2 1 week retention - 20.02.2024";"67108870";"27.02.2024 00:01:40";"273034";"147";"273034";"0";"101";"6";"46";"0";"0";"133";"459"
"77483";"Document Retention Purge Process- TST - LC2 1 week retention - 20.02.2024";"67108870";"27.02.2024 00:01:40";"273041";"147";"273041";"0";"101";"6";"46";"0";"0";"133";"459"
"77484";"Document Retention Purge Process- TST - LC2 1 week retention - 20.02.2024";"67108870";"27.02.2024 00:01:41";"273051";"147";"273051";"0";"101";"6";"46";"0";"0";"133";"459"
"77485";"Document Retention Purge Process- TST - LC2 1 week retention - 20.02.2024";"67108870";"27.02.2024 00:01:41";"273056";"147";"273056";"0";"101";"6";"46";"0";"0";"133";"459"
"77486";"Document Retention Purge Process- TST - LC2 1 week retention - 20.02.2024";"67108870";"27.02.2024 00:01:42";"273063";"147";"273063";"0";"101";"6";"46";"0";"0";"133";"459"
"77487";"Document Retention Purge Process- TST - LC2 1 week retention - 20.02.2024";"67108870";"27.02.2024 00:01:42";"273067";"147";"273067";"0";"101";"6";"46";"0";"0";"133";"459"
"77488";"Document Retention Purge Process- TST - LC2 1 week retention - 20.02.2024";"67108870";"27.02.2024 00:01:42";"273069";"147";"273069";"0";"101";"6";"46";"0";"0";"133";"459"
"77489";"Document Retention Purge Process- TST - LC2 1 week retention - 20.02.2024";"67108870";"27.02.2024 00:01:43";"273074";"147";"273074";"0";"101";"6";"46";"0";"0";"133";"459"
"77490";"Document Retention Purge Process- TST - LC2 1 week retention - 20.02.2024";"67108870";"27.02.2024 00:01:43";"273088";"147";"273088";"0";"101";"6";"46";"0";"0";"133";"459"
"77491";"Document Retention Purge Process- TST - LC2 1 week retention - 20.02.2024";"67108870";"27.02.2024 00:01:44";"273091";"147";"273091";"0";"101";"6";"46";"0";"0";"133";"459"
"77492";"Document Retention Purge Process- TST - LC2 1 week retention - 20.02.2024";"67108870";"27.02.2024 00:01:44";"273093";"147";"273093";"0";"101";"6";"46";"0";"0";"133";"459"
"77493";"Document Retention Purge Process- TST - LC2 1 week retention - 20.02.2024";"67108870";"27.02.2024 00:01:44";"273094";"147";"273094";"0";"101";"6";"46";"0";"0";"133";"459"
"77494";"Document Retention Purge Process- TST - LC2 1 week retention - 20.02.2024";"67108870";"27.02.2024 00:01:45";"273095";"147";"273095";"0";"101";"6";"46";"0";"0";"133";"459"
"77495";"Document Retention Purge Process- TST - LC2 1 week retention - 20.02.2024";"67108870";"27.02.2024 00:01:45";"273098";"147";"273098";"0";"101";"6";"46";"0";"0";"133";"459"
"77496";"Document Retention Purge Process- TST - LC2 1 week retention - 20.02.2024";"67108870";"27.02.2024 00:01:46";"273099";"147";"273099";"0";"101";"6";"46";"0";"0";"133";"459"
"77497";"Document Retention Purge Process- TST - LC2 1 week retention - 20.02.2024";"67108870";"27.02.2024 00:01:46";"273103";"147";"273103";"0";"101";"6";"46";"0";"0";"133";"459"
"77498";"Document Retention Purge Process- TST - LC2 1 week retention - 20.02.2024";"67108870";"27.02.2024 00:01:46";"273128";"147";"273128";"0";"101";"6";"46";"0";"0";"133";"459"
"77499";"Document Retention Purge Process- TST - LC2 1 week retention - 20.02.2024";"67108870";"27.02.2024 00:01:47";"273139";"147";"273139";"0";"101";"6";"46";"0";"0";"133";"459"
"77500";"Document Retention Purge Process- TST - LC2 1 week retention - 20.02.2024";"67108870";"27.02.2024 00:01:47";"273140";"147";"273140";"0";"101";"6";"46";"0";"0";"133";"459"
"77501";"Document Retention Purge Process- TST - LC2 1 week retention - 20.02.2024";"67108870";"27.02.2024 00:01:48";"273148";"147";"273148";"0";"101";"6";"46";"0";"0";"133";"459"
"77685";"Database records created for Itemnum 275140";"0";"27.02.2024 08:01:29";"275140";"147";"275140";"0";"101";"6";"53";"0";"0";"0";"0"
"77686";"Document (275140) moved to Diskgroup (102)";"0";"27.02.2024 08:01:29";"275140";"147";"275140";"102";"101";"6";"54";"0";"0";"0";"0"
"77687";"Database records created for Itemnum 275141";"0";"27.02.2024 08:01:29";"275141";"147";"275141";"0";"101";"6";"53";"0";"0";"0";"0"
"77688";"Document (275141) moved to Diskgroup (102)";"0";"27.02.2024 08:01:29";"275141";"147";"275141";"102";"101";"6";"54";"0";"0";"0";"0"
"77689";"Database records created for Itemnum 275142";"0";"27.02.2024 08:01:29";"275142";"147";"275142";"0";"101";"6";"53";"0";"0";"0";"0"
"77690";"Document (275142) moved to Diskgroup (102)";"0";"27.02.2024 08:01:29";"275142";"147";"275142";"102";"101";"6";"54";"0";"0";"0";"0"
"77691";"Database records created for Itemnum 275143";"0";"27.02.2024 08:01:29";"275143";"147";"275143";"0";"101";"6";"53";"0";"0";"0";"0"
"77692";"Document (275143) moved to Diskgroup (102)";"0";"27.02.2024 08:01:29";"275143";"147";"275143";"102";"101";"6";"54";"0";"0";"0";"0"
"77693";"Database records created for Itemnum 275144";"0";"27.02.2024 08:01:30";"275144";"147";"275144";"0";"101";"6";"53";"0";"0";"0";"0"
"77694";"Document (275144) moved to Diskgroup (102)";"0";"27.02.2024 08:01:30";"275144";"147";"275144";"102";"101";"6";"54";"0";"0";"0";"0"
"77695";"Database records created for Itemnum 275145";"0";"27.02.2024 08:01:30";"275145";"147";"275145";"0";"101";"6";"53";"0";"0";"0";"0"
"77696";"Document (275145) moved to Diskgroup (102)";"0";"27.02.2024 08:01:30";"275145";"147";"275145";"102";"101";"6";"54";"0";"0";"0";"0"
"77697";"Database records created for Itemnum 275146";"0";"27.02.2024 08:01:30";"275146";"147";"275146";"0";"101";"6";"53";"0";"0";"0";"0"
"77698";"Document (275146) moved to Diskgroup (102)";"0";"27.02.2024 08:01:30";"275146";"147";"275146";"102";"101";"6";"54";"0";"0";"0";"0"
"77699";"Database records created for Itemnum 275147";"0";"27.02.2024 08:01:30";"275147";"147";"275147";"0";"101";"6";"53";"0";"0";"0";"0"
"77700";"Document (275147) moved to Diskgroup (102)";"0";"27.02.2024 08:01:30";"275147";"147";"275147";"102";"101";"6";"54";"0";"0";"0";"0"
"77701";"Database records created for Itemnum 275148";"0";"27.02.2024 08:01:31";"275148";"147";"275148";"0";"101";"6";"53";"0";"0";"0";"0"
"77702";"Document (275148) moved to Diskgroup (102)";"0";"27.02.2024 08:01:31";"275148";"147";"275148";"102";"101";"6";"54";"0";"0";"0";"0"
"77703";"Database records created for Itemnum 275149";"0";"27.02.2024 08:01:31";"275149";"147";"275149";"0";"101";"6";"53";"0";"0";"0";"0"
"77704";"Document (275149) moved to Diskgroup (102)";"0";"27.02.2024 08:01:31";"275149";"147";"275149";"102";"101";"6";"54";"0";"0";"0";"0"
"77705";"Database records created for Itemnum 275150";"0";"27.02.2024 08:01:31";"275150";"147";"275150";"0";"101";"6";"53";"0";"0";"0";"0"
"77706";"Document (275150) moved to Diskgroup (102)";"0";"27.02.2024 08:01:31";"275150";"147";"275150";"102";"101";"6";"54";"0";"0";"0";"0"
"77707";"Database records created for Itemnum 275151";"0";"27.02.2024 08:01:31";"275151";"147";"275151";"0";"101";"6";"53";"0";"0";"0";"0"
"77708";"Document (275151) moved to Diskgroup (102)";"0";"27.02.2024 08:01:31";"275151";"147";"275151";"102";"101";"6";"54";"0";"0";"0";"0"
"77709";"Database records created for Itemnum 275152";"0";"27.02.2024 08:01:31";"275152";"147";"275152";"0";"101";"6";"53";"0";"0";"0";"0"
"77710";"Document (275152) moved to Diskgroup (102)";"0";"27.02.2024 08:01:31";"275152";"147";"275152";"102";"101";"6";"54";"0";"0";"0";"0"
"77711";"Database records created for Itemnum 275153";"0";"27.02.2024 08:01:32";"275153";"147";"275153";"0";"101";"6";"53";"0";"0";"0";"0"
"77712";"Document (275153) moved to Diskgroup (102)";"0";"27.02.2024 08:01:32";"275153";"147";"275153";"102";"101";"6";"54";"0";"0";"0";"0"
"77713";"Database records created for Itemnum 275154";"0";"27.02.2024 08:01:32";"275154";"147";"275154";"0";"101";"6";"53";"0";"0";"0";"0"
"77714";"Document (275154) moved to Diskgroup (102)";"0";"27.02.2024 08:01:32";"275154";"147";"275154";"102";"101";"6";"54";"0";"0";"0";"0"
"77715";"Database records created for Itemnum 275155";"0";"27.02.2024 08:01:32";"275155";"147";"275155";"0";"101";"6";"53";"0";"0";"0";"0"
"77716";"Document (275155) moved to Diskgroup (102)";"0";"27.02.2024 08:01:32";"275155";"147";"275155";"102";"101";"6";"54";"0";"0";"0";"0"
"77717";"Database records created for Itemnum 275156";"0";"27.02.2024 08:01:32";"275156";"147";"275156";"0";"101";"6";"53";"0";"0";"0";"0"
"77718";"Document (275156) moved to Diskgroup (102)";"0";"27.02.2024 08:01:32";"275156";"147";"275156";"102";"101";"6";"54";"0";"0";"0";"0"
"77719";"Database records created for Itemnum 275157";"0";"27.02.2024 08:01:32";"275157";"147";"275157";"0";"101";"6";"53";"0";"0";"0";"0"
"77720";"Document (275157) moved to Diskgroup (102)";"0";"27.02.2024 08:01:32";"275157";"147";"275157";"102";"101";"6";"54";"0";"0";"0";"0"
"77721";"Database records created for Itemnum 275158";"0";"27.02.2024 08:01:33";"275158";"147";"275158";"0";"101";"6";"53";"0";"0";"0";"0"
"77722";"Document (275158) moved to Diskgroup (102)";"0";"27.02.2024 08:01:33";"275158";"147";"275158";"102";"101";"6";"54";"0";"0";"0";"0"
"77723";"Database records created for Itemnum 275159";"0";"27.02.2024 08:01:33";"275159";"147";"275159";"0";"101";"6";"53";"0";"0";"0";"0"
"77724";"Document (275159) moved to Diskgroup (102)";"0";"27.02.2024 08:01:33";"275159";"147";"275159";"102";"101";"6";"54";"0";"0";"0";"0"
"77725";"Database records created for Itemnum 275160";"0";"27.02.2024 08:01:33";"275160";"147";"275160";"0";"101";"6";"53";"0";"0";"0";"0"
"77726";"Document (275160) moved to Diskgroup (102)";"0";"27.02.2024 08:01:33";"275160";"147";"275160";"102";"101";"6";"54";"0";"0";"0";"0"
"77727";"Database records created for Itemnum 275161";"0";"27.02.2024 08:01:33";"275161";"147";"275161";"0";"101";"6";"53";"0";"0";"0";"0"
"77728";"Document (275161) moved to Diskgroup (102)";"0";"27.02.2024 08:01:33";"275161";"147";"275161";"102";"101";"6";"54";"0";"0";"0";"0"
"77729";"Database records created for Itemnum 275162";"0";"27.02.2024 08:01:34";"275162";"147";"275162";"0";"101";"6";"53";"0";"0";"0";"0"
"77730";"Document (275162) moved to Diskgroup (102)";"0";"27.02.2024 08:01:34";"275162";"147";"275162";"102";"101";"6";"54";"0";"0";"0";"0"
"77731";"Database records created for Itemnum 275163";"0";"27.02.2024 08:01:34";"275163";"147";"275163";"0";"101";"6";"53";"0";"0";"0";"0"
"77732";"Document (275163) moved to Diskgroup (102)";"0";"27.02.2024 08:01:34";"275163";"147";"275163";"102";"101";"6";"54";"0";"0";"0";"0"
"77733";"Database records created for Itemnum 275164";"0";"27.02.2024 08:01:34";"275164";"147";"275164";"0";"101";"6";"53";"0";"0";"0";"0"
"77734";"Document (275164) moved to Diskgroup (102)";"0";"27.02.2024 08:01:34";"275164";"147";"275164";"102";"101";"6";"54";"0";"0";"0";"0"
"77735";"Database records created for Itemnum 275165";"0";"27.02.2024 08:01:34";"275165";"147";"275165";"0";"101";"6";"53";"0";"0";"0";"0"
"77736";"Document (275165) moved to Diskgroup (102)";"0";"27.02.2024 08:01:34";"275165";"147";"275165";"102";"101";"6";"54";"0";"0";"0";"0"
"77737";"Database records created for Itemnum 275166";"0";"27.02.2024 08:01:34";"275166";"147";"275166";"0";"101";"6";"53";"0";"0";"0";"0"
"77738";"Document (275166) moved to Diskgroup (102)";"0";"27.02.2024 08:01:34";"275166";"147";"275166";"102";"101";"6";"54";"0";"0";"0";"0"
"77739";"Database records created for Itemnum 275167";"0";"27.02.2024 08:01:35";"275167";"147";"275167";"0";"101";"6";"53";"0";"0";"0";"0"
"77740";"Document (275167) moved to Diskgroup (102)";"0";"27.02.2024 08:01:35";"275167";"147";"275167";"102";"101";"6";"54";"0";"0";"0";"0"
"77741";"Database records created for Itemnum 275168";"0";"27.02.2024 08:01:35";"275168";"147";"275168";"0";"101";"6";"53";"0";"0";"0";"0"
"77742";"Document (275168) moved to Diskgroup (102)";"0";"27.02.2024 08:01:35";"275168";"147";"275168";"102";"101";"6";"54";"0";"0";"0";"0"
"77743";"Database records created for Itemnum 275169";"0";"27.02.2024 08:01:35";"275169";"147";"275169";"0";"101";"6";"53";"0";"0";"0";"0"
"77744";"Document (275169) moved to Diskgroup (102)";"0";"27.02.2024 08:01:35";"275169";"147";"275169";"102";"101";"6";"54";"0";"0";"0";"0"
"77745";"Database records created for Itemnum 275170";"0";"27.02.2024 08:01:35";"275170";"147";"275170";"0";"101";"6";"53";"0";"0";"0";"0"
"77746";"Document (275170) moved to Diskgroup (102)";"0";"27.02.2024 08:01:35";"275170";"147";"275170";"102";"101";"6";"54";"0";"0";"0";"0"
"77747";"Database records created for Itemnum 275171";"0";"27.02.2024 08:01:35";"275171";"147";"275171";"0";"101";"6";"53";"0";"0";"0";"0"
"77748";"Document (275171) moved to Diskgroup (102)";"0";"27.02.2024 08:01:35";"275171";"147";"275171";"102";"101";"6";"54";"0";"0";"0";"0"
"77749";"Database records created for Itemnum 275172";"0";"27.02.2024 08:01:36";"275172";"147";"275172";"0";"101";"6";"53";"0";"0";"0";"0"
"77750";"Document (275172) moved to Diskgroup (102)";"0";"27.02.2024 08:01:36";"275172";"147";"275172";"102";"101";"6";"54";"0";"0";"0";"0"
"77751";"Database records created for Itemnum 275173";"0";"27.02.2024 08:01:36";"275173";"147";"275173";"0";"101";"6";"53";"0";"0";"0";"0"
"77752";"Document (275173) moved to Diskgroup (102)";"0";"27.02.2024 08:01:36";"275173";"147";"275173";"102";"101";"6";"54";"0";"0";"0";"0"
"77753";"Database records created for Itemnum 275174";"0";"27.02.2024 08:01:36";"275174";"147";"275174";"0";"101";"6";"53";"0";"0";"0";"0"
"77754";"Document (275174) moved to Diskgroup (102)";"0";"27.02.2024 08:01:36";"275174";"147";"275174";"102";"101";"6";"54";"0";"0";"0";"0"
"77755";"Database records created for Itemnum 275175";"0";"27.02.2024 08:01:36";"275175";"147";"275175";"0";"101";"6";"53";"0";"0";"0";"0"
"77756";"Document (275175) moved to Diskgroup (102)";"0";"27.02.2024 08:01:36";"275175";"147";"275175";"102";"101";"6";"54";"0";"0";"0";"0"
"77757";"Database records created for Itemnum 275176";"0";"27.02.2024 08:01:36";"275176";"147";"275176";"0";"101";"6";"53";"0";"0";"0";"0"
"77758";"Document (275176) moved to Diskgroup (102)";"0";"27.02.2024 08:01:37";"275176";"147";"275176";"102";"101";"6";"54";"0";"0";"0";"0"
"77759";"Database records created for Itemnum 275177";"0";"27.02.2024 08:01:37";"275177";"147";"275177";"0";"101";"6";"53";"0";"0";"0";"0"
"77760";"Document (275177) moved to Diskgroup (102)";"0";"27.02.2024 08:01:37";"275177";"147";"275177";"102";"101";"6";"54";"0";"0";"0";"0"
"77761";"Database records created for Itemnum 275178";"0";"27.02.2024 08:01:37";"275178";"147";"275178";"0";"101";"6";"53";"0";"0";"0";"0"
"77762";"Document (275178) moved to Diskgroup (102)";"0";"27.02.2024 08:01:37";"275178";"147";"275178";"102";"101";"6";"54";"0";"0";"0";"0"
"77763";"Database records created for Itemnum 275179";"0";"27.02.2024 08:01:37";"275179";"147";"275179";"0";"101";"6";"53";"0";"0";"0";"0"
"77764";"Document (275179) moved to Diskgroup (102)";"0";"27.02.2024 08:01:37";"275179";"147";"275179";"102";"101";"6";"54";"0";"0";"0";"0"
"77765";"Database records created for Itemnum 275180";"0";"27.02.2024 08:01:37";"275180";"147";"275180";"0";"101";"6";"53";"0";"0";"0";"0"
"77766";"Document (275180) moved to Diskgroup (102)";"0";"27.02.2024 08:01:37";"275180";"147";"275180";"102";"101";"6";"54";"0";"0";"0";"0"
"77767";"Database records created for Itemnum 275181";"0";"27.02.2024 08:01:38";"275181";"147";"275181";"0";"101";"6";"53";"0";"0";"0";"0"
"77768";"Document (275181) moved to Diskgroup (102)";"0";"27.02.2024 08:01:38";"275181";"147";"275181";"102";"101";"6";"54";"0";"0";"0";"0"
"77769";"Database records created for Itemnum 275182";"0";"27.02.2024 08:01:38";"275182";"147";"275182";"0";"101";"6";"53";"0";"0";"0";"0"
"77770";"Document (275182) moved to Diskgroup (102)";"0";"27.02.2024 08:01:38";"275182";"147";"275182";"102";"101";"6";"54";"0";"0";"0";"0"
"77771";"Database records created for Itemnum 275183";"0";"27.02.2024 08:01:38";"275183";"147";"275183";"0";"101";"6";"53";"0";"0";"0";"0"
"77772";"Document (275183) moved to Diskgroup (102)";"0";"27.02.2024 08:01:38";"275183";"147";"275183";"102";"101";"6";"54";"0";"0";"0";"0"
"77773";"Database records created for Itemnum 275184";"0";"27.02.2024 08:01:38";"275184";"147";"275184";"0";"101";"6";"53";"0";"0";"0";"0"
"77774";"Document (275184) moved to Diskgroup (102)";"0";"27.02.2024 08:01:38";"275184";"147";"275184";"102";"101";"6";"54";"0";"0";"0";"0"
"77775";"Database records created for Itemnum 275185";"0";"27.02.2024 08:01:38";"275185";"147";"275185";"0";"101";"6";"53";"0";"0";"0";"0"
"77776";"Document (275185) moved to Diskgroup (102)";"0";"27.02.2024 08:01:38";"275185";"147";"275185";"102";"101";"6";"54";"0";"0";"0";"0"
"77777";"Database records created for Itemnum 275186";"0";"27.02.2024 08:01:39";"275186";"147";"275186";"0";"101";"6";"53";"0";"0";"0";"0"
"77778";"Document (275186) moved to Diskgroup (102)";"0";"27.02.2024 08:01:39";"275186";"147";"275186";"102";"101";"6";"54";"0";"0";"0";"0"
"77779";"Database records created for Itemnum 275187";"0";"27.02.2024 08:01:39";"275187";"147";"275187";"0";"101";"6";"53";"0";"0";"0";"0"
"77780";"Document (275187) moved to Diskgroup (102)";"0";"27.02.2024 08:01:39";"275187";"147";"275187";"102";"101";"6";"54";"0";"0";"0";"0"
"77781";"Database records created for Itemnum 275188";"0";"27.02.2024 08:01:39";"275188";"147";"275188";"0";"101";"6";"53";"0";"0";"0";"0"
"77782";"Document (275188) moved to Diskgroup (102)";"0";"27.02.2024 08:01:39";"275188";"147";"275188";"102";"101";"6";"54";"0";"0";"0";"0"
"77783";"Database records created for Itemnum 275189";"0";"27.02.2024 08:01:39";"275189";"147";"275189";"0";"101";"6";"53";"0";"0";"0";"0"
"77784";"Document (275189) moved to Diskgroup (102)";"0";"27.02.2024 08:01:39";"275189";"147";"275189";"102";"101";"6";"54";"0";"0";"0";"0"
"77785";"Database records created for Itemnum 275190";"0";"27.02.2024 08:01:39";"275190";"147";"275190";"0";"101";"6";"53";"0";"0";"0";"0"
"77786";"Document (275190) moved to Diskgroup (102)";"0";"27.02.2024 08:01:39";"275190";"147";"275190";"102";"101";"6";"54";"0";"0";"0";"0"
"77787";"Database records created for Itemnum 275191";"0";"27.02.2024 08:01:40";"275191";"147";"275191";"0";"101";"6";"53";"0";"0";"0";"0"
"77788";"Document (275191) moved to Diskgroup (102)";"0";"27.02.2024 08:01:40";"275191";"147";"275191";"102";"101";"6";"54";"0";"0";"0";"0"
"77789";"Database records created for Itemnum 275192";"0";"27.02.2024 08:01:40";"275192";"147";"275192";"0";"101";"6";"53";"0";"0";"0";"0"
"77790";"Document (275192) moved to Diskgroup (102)";"0";"27.02.2024 08:01:40";"275192";"147";"275192";"102";"101";"6";"54";"0";"0";"0";"0"
"77791";"Database records created for Itemnum 275193";"0";"27.02.2024 08:01:40";"275193";"147";"275193";"0";"101";"6";"53";"0";"0";"0";"0"
"77792";"Document (275193) moved to Diskgroup (102)";"0";"27.02.2024 08:01:40";"275193";"147";"275193";"102";"101";"6";"54";"0";"0";"0";"0"
"77793";"Database records created for Itemnum 275194";"0";"27.02.2024 08:01:40";"275194";"147";"275194";"0";"101";"6";"53";"0";"0";"0";"0"
"77794";"Document (275194) moved to Diskgroup (102)";"0";"27.02.2024 08:01:40";"275194";"147";"275194";"102";"101";"6";"54";"0";"0";"0";"0"
"77795";"Database records created for Itemnum 275195";"0";"27.02.2024 08:01:41";"275195";"147";"275195";"0";"101";"6";"53";"0";"0";"0";"0"
"77796";"Document (275195) moved to Diskgroup (102)";"0";"27.02.2024 08:01:41";"275195";"147";"275195";"102";"101";"6";"54";"0";"0";"0";"0"
"77797";"Database records created for Itemnum 275196";"0";"27.02.2024 08:01:41";"275196";"147";"275196";"0";"101";"6";"53";"0";"0";"0";"0"
"77798";"Document (275196) moved to Diskgroup (102)";"0";"27.02.2024 08:01:41";"275196";"147";"275196";"102";"101";"6";"54";"0";"0";"0";"0"
"77799";"Database records created for Itemnum 275197";"0";"27.02.2024 08:01:41";"275197";"147";"275197";"0";"101";"6";"53";"0";"0";"0";"0"
"77800";"Document (275197) moved to Diskgroup (102)";"0";"27.02.2024 08:01:41";"275197";"147";"275197";"102";"101";"6";"54";"0";"0";"0";"0"
"77801";"Database records created for Itemnum 275198";"0";"27.02.2024 08:01:41";"275198";"147";"275198";"0";"101";"6";"53";"0";"0";"0";"0"
"77802";"Document (275198) moved to Diskgroup (102)";"0";"27.02.2024 08:01:41";"275198";"147";"275198";"102";"101";"6";"54";"0";"0";"0";"0"
"77803";"Database records created for Itemnum 275199";"0";"27.02.2024 08:01:41";"275199";"147";"275199";"0";"101";"6";"53";"0";"0";"0";"0"
"77804";"Document (275199) moved to Diskgroup (102)";"0";"27.02.2024 08:01:41";"275199";"147";"275199";"102";"101";"6";"54";"0";"0";"0";"0"
"77805";"Database records created for Itemnum 275200";"0";"27.02.2024 08:01:42";"275200";"147";"275200";"0";"101";"6";"53";"0";"0";"0";"0"
"77806";"Document (275200) moved to Diskgroup (102)";"0";"27.02.2024 08:01:42";"275200";"147";"275200";"102";"101";"6";"54";"0";"0";"0";"0"
"77807";"Database records created for Itemnum 275201";"0";"27.02.2024 08:01:42";"275201";"147";"275201";"0";"101";"6";"53";"0";"0";"0";"0"
