"tfullmessage";"transactionnum";"tmessage";"action";"logdate";"num";"usernum";"username";"itemnum";"docrevnum";"registernum";"actionnum";"subactionnum";"severityflag";"tracelvl";"extrainfo1";"extrainfo2"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81315";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:45";"270383";"147";"DIP_SERVICE";"270383";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81316";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:45";"270378";"147";"DIP_SERVICE";"270378";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81317";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:46";"270349";"147";"DIP_SERVICE";"270349";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81318";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:47";"270339";"147";"DIP_SERVICE";"270339";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81319";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:47";"270326";"147";"DIP_SERVICE";"270326";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81320";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:48";"270320";"147";"DIP_SERVICE";"270320";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81321";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:48";"270319";"147";"DIP_SERVICE";"270319";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81322";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:49";"270317";"147";"DIP_SERVICE";"270317";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81323";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:50";"270316";"147";"DIP_SERVICE";"270316";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81324";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:50";"270312";"147";"DIP_SERVICE";"270312";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81325";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:51";"270309";"147";"DIP_SERVICE";"270309";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81326";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:52";"270304";"147";"DIP_SERVICE";"270304";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81327";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:52";"270300";"147";"DIP_SERVICE";"270300";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81328";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:53";"270299";"147";"DIP_SERVICE";"270299";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81329";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:53";"270291";"147";"DIP_SERVICE";"270291";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81330";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:54";"270288";"147";"DIP_SERVICE";"270288";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81331";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:54";"270278";"147";"DIP_SERVICE";"270278";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81332";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:55";"270277";"147";"DIP_SERVICE";"270277";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81333";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:55";"270263";"147";"DIP_SERVICE";"270263";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81334";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:56";"270262";"147";"DIP_SERVICE";"270262";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81335";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:56";"270261";"147";"DIP_SERVICE";"270261";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81336";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:57";"270256";"147";"DIP_SERVICE";"270256";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81337";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:58";"270254";"147";"DIP_SERVICE";"270254";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81338";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:58";"270253";"147";"DIP_SERVICE";"270253";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81339";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:59";"270250";"147";"DIP_SERVICE";"270250";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81340";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:01:59";"270240";"147";"DIP_SERVICE";"270240";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81341";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:00";"270233";"147";"DIP_SERVICE";"270233";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81342";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:00";"270226";"147";"DIP_SERVICE";"270226";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81343";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:01";"270225";"147";"DIP_SERVICE";"270225";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81344";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:02";"270217";"147";"DIP_SERVICE";"270217";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81345";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:02";"270205";"147";"DIP_SERVICE";"270205";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81346";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:03";"270202";"147";"DIP_SERVICE";"270202";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81347";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:04";"270197";"147";"DIP_SERVICE";"270197";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81348";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:04";"270195";"147";"DIP_SERVICE";"270195";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81349";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:05";"270191";"147";"DIP_SERVICE";"270191";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81350";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:05";"270188";"147";"DIP_SERVICE";"270188";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81351";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:06";"270167";"147";"DIP_SERVICE";"270167";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81352";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:06";"270159";"147";"DIP_SERVICE";"270159";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81353";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:07";"270154";"147";"DIP_SERVICE";"270154";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81354";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:07";"270153";"147";"DIP_SERVICE";"270153";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81355";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:08";"270152";"147";"DIP_SERVICE";"270152";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81356";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:08";"270146";"147";"DIP_SERVICE";"270146";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81357";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:09";"270140";"147";"DIP_SERVICE";"270140";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81358";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:09";"270138";"147";"DIP_SERVICE";"270138";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81359";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:10";"270137";"147";"DIP_SERVICE";"270137";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81360";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:10";"270133";"147";"DIP_SERVICE";"270133";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81361";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:11";"270126";"147";"DIP_SERVICE";"270126";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81362";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:11";"270112";"147";"DIP_SERVICE";"270112";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81363";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:12";"270108";"147";"DIP_SERVICE";"270108";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81364";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:12";"270105";"147";"DIP_SERVICE";"270105";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81365";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:13";"270104";"147";"DIP_SERVICE";"270104";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81366";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:14";"270094";"147";"DIP_SERVICE";"270094";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81367";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:14";"270085";"147";"DIP_SERVICE";"270085";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81368";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:15";"270083";"147";"DIP_SERVICE";"270083";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81369";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:15";"270078";"147";"DIP_SERVICE";"270078";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81370";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:16";"270077";"147";"DIP_SERVICE";"270077";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81371";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:16";"270075";"147";"DIP_SERVICE";"270075";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81372";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:17";"270066";"147";"DIP_SERVICE";"270066";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81373";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:17";"270053";"147";"DIP_SERVICE";"270053";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81374";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:18";"270038";"147";"DIP_SERVICE";"270038";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81375";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:18";"270031";"147";"DIP_SERVICE";"270031";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81376";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:19";"270026";"147";"DIP_SERVICE";"270026";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81377";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:19";"270025";"147";"DIP_SERVICE";"270025";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81378";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:20";"270015";"147";"DIP_SERVICE";"270015";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81379";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:20";"270008";"147";"DIP_SERVICE";"270008";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81380";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:21";"269997";"147";"DIP_SERVICE";"269997";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81381";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:22";"269995";"147";"DIP_SERVICE";"269995";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81382";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:22";"269993";"147";"DIP_SERVICE";"269993";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81383";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:23";"269987";"147";"DIP_SERVICE";"269987";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81384";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:23";"269980";"147";"DIP_SERVICE";"269980";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81385";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:24";"269976";"147";"DIP_SERVICE";"269976";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81386";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:24";"269972";"147";"DIP_SERVICE";"269972";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81387";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:25";"269943";"147";"DIP_SERVICE";"269943";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81388";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:25";"269933";"147";"DIP_SERVICE";"269933";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81389";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:26";"269929";"147";"DIP_SERVICE";"269929";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81390";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:26";"269928";"147";"DIP_SERVICE";"269928";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81391";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:27";"269923";"147";"DIP_SERVICE";"269923";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81392";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:27";"269920";"147";"DIP_SERVICE";"269920";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81393";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:28";"269918";"147";"DIP_SERVICE";"269918";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81394";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:29";"269916";"147";"DIP_SERVICE";"269916";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81395";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:29";"269910";"147";"DIP_SERVICE";"269910";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81396";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:30";"269905";"147";"DIP_SERVICE";"269905";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81397";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:30";"269893";"147";"DIP_SERVICE";"269893";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81398";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:31";"269890";"147";"DIP_SERVICE";"269890";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81399";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:31";"269888";"147";"DIP_SERVICE";"269888";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81400";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:32";"269884";"147";"DIP_SERVICE";"269884";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81401";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:32";"269882";"147";"DIP_SERVICE";"269882";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81402";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:33";"269881";"147";"DIP_SERVICE";"269881";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81403";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:33";"269880";"147";"DIP_SERVICE";"269880";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81404";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:34";"269875";"147";"DIP_SERVICE";"269875";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81405";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:34";"269872";"147";"DIP_SERVICE";"269872";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81406";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:35";"269871";"147";"DIP_SERVICE";"269871";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81407";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:02:35";"269869";"147";"DIP_SERVICE";"269869";"0";"101";"6";"46";"0";"0";"135";"523"
