"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","ModeWithoutHardLink","VersionInfo","BaseName","Target","LinkType","Length","DirectoryName","Directory","IsReadOnly","FullName","Extension","Name","Exists","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","LinkTarget","Attributes"
"Microsoft.PowerShell.Core\FileSystem::D:\Program Files (x86)\Steam\steamapps\common\X-Plane 11\Resources\plugins\SAM\SAM.log","Microsoft.PowerShell.Core\FileSystem::D:\Program Files (x86)\Steam\steamapps\common\X-Plane 11\Resources\plugins\SAM","SAM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\Program Files (x86)\Steam\steamapps\common\X-Plane 11\Resources\plugins\SAM\SAM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","SAM",,,"5732","D:\Program Files (x86)\Steam\steamapps\common\X-Plane 11\Resources\plugins\SAM","D:\Program Files (x86)\Steam\steamapps\common\X-Plane 11\Resources\plugins\SAM","False","D:\Program Files (x86)\Steam\steamapps\common\X-Plane 11\Resources\plugins\SAM\SAM.log",".log","SAM.log","True","22.09.2019 18:11:20","22.09.2019 16:11:20","02.05.2020 13:24:31","02.05.2020 11:24:31","02.05.2020 13:24:31","02.05.2020 11:24:31",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085759_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_085759_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085759_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_085759_preprocessorCCM",,,"6258","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085759_preprocessorCCM.log",".log","20220329_085759_preprocessorCCM.log","True","29.03.2022 20:58:00","29.03.2022 18:58:00","20.04.2022 23:42:58","20.04.2022 21:42:58","29.03.2022 20:58:00","29.03.2022 18:58:00",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\20220316_090010_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\","20220316_090010_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\20220316_090010_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220316_090010_preprocessorCCM",,,"6321","D:\","D:\","False","D:\20220316_090010_preprocessorCCM.log",".log","20220316_090010_preprocessorCCM.log","True","16.03.2022 21:00:10","16.03.2022 20:00:10","16.03.2022 21:00:11","16.03.2022 20:00:11","16.03.2022 21:00:11","16.03.2022 20:00:11",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085819_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_085819_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085819_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_085819_preprocessorCCM",,,"6364","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085819_preprocessorCCM.log",".log","20220329_085819_preprocessorCCM.log","True","29.03.2022 20:58:20","29.03.2022 18:58:20","20.04.2022 23:42:58","20.04.2022 21:42:58","29.03.2022 20:58:20","29.03.2022 18:58:20",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085826_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_085826_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085826_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_085826_preprocessorCCM",,,"6510","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085826_preprocessorCCM.log",".log","20220329_085826_preprocessorCCM.log","True","29.03.2022 20:58:26","29.03.2022 18:58:26","20.04.2022 23:42:58","20.04.2022 21:42:58","29.03.2022 20:58:26","29.03.2022 18:58:26",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\20220316_090346_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\","20220316_090346_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\20220316_090346_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220316_090346_preprocessorCCM",,,"6783","D:\","D:\","False","D:\20220316_090346_preprocessorCCM.log",".log","20220316_090346_preprocessorCCM.log","True","16.03.2022 21:03:46","16.03.2022 20:03:46","16.03.2022 21:03:46","16.03.2022 20:03:46","16.03.2022 21:03:46","16.03.2022 20:03:46",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\20220316_090741_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\","20220316_090741_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\20220316_090741_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220316_090741_preprocessorCCM",,,"7085","D:\","D:\","False","D:\20220316_090741_preprocessorCCM.log",".log","20220316_090741_preprocessorCCM.log","True","16.03.2022 21:07:41","16.03.2022 20:07:41","16.03.2022 21:07:41","16.03.2022 20:07:41","16.03.2022 21:07:41","16.03.2022 20:07:41",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\20220316_090759_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\","20220316_090759_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\20220316_090759_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220316_090759_preprocessorCCM",,,"7085","D:\","D:\","False","D:\20220316_090759_preprocessorCCM.log",".log","20220316_090759_preprocessorCCM.log","True","16.03.2022 21:07:59","16.03.2022 20:07:59","16.03.2022 21:08:00","16.03.2022 20:08:00","16.03.2022 21:07:59","16.03.2022 20:07:59",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\20220316_090831_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\","20220316_090831_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\20220316_090831_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220316_090831_preprocessorCCM",,,"7085","D:\","D:\","False","D:\20220316_090831_preprocessorCCM.log",".log","20220316_090831_preprocessorCCM.log","True","16.03.2022 21:08:31","16.03.2022 20:08:31","16.03.2022 21:08:31","16.03.2022 20:08:31","16.03.2022 21:08:31","16.03.2022 20:08:31",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\20220316_090618_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\","20220316_090618_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\20220316_090618_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220316_090618_preprocessorCCM",,,"7085","D:\","D:\","False","D:\20220316_090618_preprocessorCCM.log",".log","20220316_090618_preprocessorCCM.log","True","16.03.2022 21:06:18","16.03.2022 20:06:18","16.03.2022 21:06:18","16.03.2022 20:06:18","16.03.2022 21:06:18","16.03.2022 20:06:18",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085352_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_085352_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085352_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_085352_preprocessorCCM",,,"7304","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085352_preprocessorCCM.log",".log","20220329_085352_preprocessorCCM.log","True","29.03.2022 20:53:52","29.03.2022 18:53:52","20.04.2022 23:42:58","20.04.2022 21:42:58","29.03.2022 20:53:52","29.03.2022 18:53:52",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_082500_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_082500_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_082500_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_082500_preprocessorCCM",,,"7304","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_082500_preprocessorCCM.log",".log","20220329_082500_preprocessorCCM.log","True","29.03.2022 20:25:00","29.03.2022 18:25:00","20.04.2022 23:42:57","20.04.2022 21:42:57","29.03.2022 20:25:00","29.03.2022 18:25:00",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_082421_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_082421_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_082421_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_082421_preprocessorCCM",,,"7305","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_082421_preprocessorCCM.log",".log","20220329_082421_preprocessorCCM.log","True","29.03.2022 20:24:22","29.03.2022 18:24:22","20.04.2022 23:42:57","20.04.2022 21:42:57","29.03.2022 20:24:22","29.03.2022 18:24:22",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085243_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_085243_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085243_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_085243_preprocessorCCM",,,"7306","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085243_preprocessorCCM.log",".log","20220329_085243_preprocessorCCM.log","True","29.03.2022 20:52:44","29.03.2022 18:52:44","20.04.2022 23:42:57","20.04.2022 21:42:57","29.03.2022 20:52:44","29.03.2022 18:52:44",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\20220316_090953_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\","20220316_090953_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\20220316_090953_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220316_090953_preprocessorCCM",,,"7501","D:\","D:\","False","D:\20220316_090953_preprocessorCCM.log",".log","20220316_090953_preprocessorCCM.log","True","16.03.2022 21:09:53","16.03.2022 20:09:53","16.03.2022 21:09:54","16.03.2022 20:09:54","16.03.2022 21:09:53","16.03.2022 20:09:53",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_092957_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_092957_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_092957_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_092957_preprocessorCCM",,,"7564","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_092957_preprocessorCCM.log",".log","20220329_092957_preprocessorCCM.log","True","29.03.2022 21:29:56","29.03.2022 19:29:56","20.04.2022 23:42:58","20.04.2022 21:42:58","29.03.2022 21:29:56","29.03.2022 19:29:56",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\20220316_091049_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\","20220316_091049_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\20220316_091049_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220316_091049_preprocessorCCM",,,"7809","D:\","D:\","False","D:\20220316_091049_preprocessorCCM.log",".log","20220316_091049_preprocessorCCM.log","True","16.03.2022 21:10:49","16.03.2022 20:10:49","16.03.2022 21:10:49","16.03.2022 20:10:49","16.03.2022 21:10:49","16.03.2022 20:10:49",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\20220316_091330_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\","20220316_091330_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\20220316_091330_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220316_091330_preprocessorCCM",,,"7809","D:\","D:\","False","D:\20220316_091330_preprocessorCCM.log",".log","20220316_091330_preprocessorCCM.log","True","16.03.2022 21:13:30","16.03.2022 20:13:30","16.03.2022 21:13:30","16.03.2022 20:13:30","16.03.2022 21:13:30","16.03.2022 20:13:30",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\Program Files (x86)\Steam\bin\cef\cef.win7\debug.log","Microsoft.PowerShell.Core\FileSystem::D:\Program Files (x86)\Steam\bin\cef\cef.win7","debug.log","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\Program Files (x86)\Steam\bin\cef\cef.win7\debug.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","debug",,,"8216","D:\Program Files (x86)\Steam\bin\cef\cef.win7","D:\Program Files (x86)\Steam\bin\cef\cef.win7","False","D:\Program Files (x86)\Steam\bin\cef\cef.win7\debug.log",".log","debug.log","True","02.08.2019 14:47:34","02.08.2019 12:47:34","05.08.2019 20:54:27","05.08.2019 18:54:27","05.08.2019 20:54:27","05.08.2019 18:54:27",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_082425_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_082425_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_082425_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_082425_preprocessorCCM",,,"8304","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_082425_preprocessorCCM.log",".log","20220329_082425_preprocessorCCM.log","True","29.03.2022 20:24:24","29.03.2022 18:24:24","20.04.2022 23:42:57","20.04.2022 21:42:57","29.03.2022 20:24:24","29.03.2022 18:24:24",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085247_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_085247_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085247_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_085247_preprocessorCCM",,,"8304","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085247_preprocessorCCM.log",".log","20220329_085247_preprocessorCCM.log","True","29.03.2022 20:52:46","29.03.2022 18:52:46","20.04.2022 23:42:57","20.04.2022 21:42:57","29.03.2022 20:52:46","29.03.2022 18:52:46",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085745_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_085745_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085745_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_085745_preprocessorCCM",,,"8437","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085745_preprocessorCCM.log",".log","20220329_085745_preprocessorCCM.log","True","29.03.2022 20:57:46","29.03.2022 18:57:46","20.04.2022 23:42:58","20.04.2022 21:42:58","29.03.2022 20:57:46","29.03.2022 18:57:46",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_082548_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_082548_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_082548_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_082548_preprocessorCCM",,,"8437","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_082548_preprocessorCCM.log",".log","20220329_082548_preprocessorCCM.log","True","29.03.2022 20:25:48","29.03.2022 18:25:48","20.04.2022 23:42:57","20.04.2022 21:42:57","29.03.2022 20:25:48","29.03.2022 18:25:48",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085816_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_085816_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085816_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_085816_preprocessorCCM",,,"8489","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085816_preprocessorCCM.log",".log","20220329_085816_preprocessorCCM.log","True","29.03.2022 20:58:16","29.03.2022 18:58:16","20.04.2022 23:42:58","20.04.2022 21:42:58","29.03.2022 20:58:16","29.03.2022 18:58:16",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\20220316_090312_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\","20220316_090312_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\20220316_090312_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220316_090312_preprocessorCCM",,,"8645","D:\","D:\","False","D:\20220316_090312_preprocessorCCM.log",".log","20220316_090312_preprocessorCCM.log","True","16.03.2022 21:03:12","16.03.2022 20:03:12","16.03.2022 21:03:12","16.03.2022 20:03:12","16.03.2022 21:03:12","16.03.2022 20:03:12",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085747_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_085747_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085747_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_085747_preprocessorCCM",,,"9159","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_085747_preprocessorCCM.log",".log","20220329_085747_preprocessorCCM.log","True","29.03.2022 20:57:48","29.03.2022 18:57:48","20.04.2022 23:42:58","20.04.2022 21:42:58","29.03.2022 20:57:48","29.03.2022 18:57:48",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_082550_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\dev\40_PowerShell\tcs\data\input\Logs","20220329_082550_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-----","-----","File:             D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_082550_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220329_082550_preprocessorCCM",,,"9159","D:\dev\40_PowerShell\tcs\data\input\Logs","D:\dev\40_PowerShell\tcs\data\input\Logs","False","D:\dev\40_PowerShell\tcs\data\input\Logs\20220329_082550_preprocessorCCM.log",".log","20220329_082550_preprocessorCCM.log","True","29.03.2022 20:25:50","29.03.2022 18:25:50","20.04.2022 23:42:57","20.04.2022 21:42:57","29.03.2022 20:25:50","29.03.2022 18:25:50",,"Normal"
"Microsoft.PowerShell.Core\FileSystem::D:\20220316_091035_preprocessorCCM.log","Microsoft.PowerShell.Core\FileSystem::D:\","20220316_091035_preprocessorCCM.log","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\20220316_091035_preprocessorCCM.log
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","20220316_091035_preprocessorCCM",,,"9671","D:\","D:\","False","D:\20220316_091035_preprocessorCCM.log",".log","20220316_091035_preprocessorCCM.log","True","16.03.2022 21:10:35","16.03.2022 20:10:35","16.03.2022 21:10:35","16.03.2022 20:10:35","16.03.2022 21:10:35","16.03.2022 20:10:35",,"Archive"
